0; 16691649.736596148; 4694426.580397346; 0.009496965; 4.349363459; 0.026416229
1; 15661999.568364458; 4594307.9742679745; 0.017862224; 5.30528362; 0.046091453
2; 10851954.644941444; 3567825.0150151234; 0.009232962; 4.389670432; 0.023824909
3; 9968779.972335327; 3567825.0150151234; 0.009279234; 4.391142697; 0.026179431
4; 9694398.363740783; 3548655.2201838465; 0.009499549; 4.418818756; 0.026106543
5; 9782371.21762872; 3548655.2201838465; 0.009905694; 4.468483531; 0.025028447
6; 10017436.844168592; 3548655.2201838465; 0.010319718; 4.800175685; 0.030301179
7; 10879923.358002499; 3184518.5657289466; 0.010552195; 4.862176121; 0.029851584
8; 10305443.303847495; 3184518.5657289466; 0.011394523; 4.882899726; 0.027821639
9; 9801156.816628644; 3184518.5657289466; 0.00973538; 4.850986917; 0.026508282
10; 9763208.899677519; 3184518.5657289466; 0.013294336; 4.815844445; 0.040419302
11; 9282106.491497595; 3184518.5657289466; 0.013835441; 4.875669931; 0.038722841
12; 9959655.712779345; 3184518.5657289466; 0.013527933; 4.892276475; 0.042064708
13; 9590827.437720666; 3184518.5657289466; 0.012597659; 4.827836335; 0.032608234
14; 9406757.116004677; 2857833.280882811; 0.013109226; 4.878788617; 0.036995813
15; 9823597.9383735; 2857833.280882811; 0.01088852; 4.969100492; 0.029094824
16; 9753223.823585099; 2789837.870603848; 0.011139544; 5.014008508; 0.030062671
17; 9766215.028489396; 2629905.336959761; 0.017453473; 6.025623773; 0.042504604
18; 9352134.108802281; 2629905.336959761; 0.011290584; 4.733846513; 0.028963522
19; 9753759.482571919; 2629905.336959761; 0.010049569; 5.001874598; 0.02670293
20; 10519782.922383787; 2629905.336959761; 0.010778663; 5.023638351; 0.028789488
21; 10061551.798727028; 2629905.336959761; 0.010593047; 5.137621276; 0.031006053
22; 10025607.983272377; 2591325.3991672522; 0.010694818; 5.041783587; 0.027632539
23; 10044112.115595868; 2591325.3991672522; 0.01099221; 5.41736443; 0.03066779
24; 8928702.0463479; 2591325.3991672522; 0.009150667; 5.446766408; 0.026842871
25; 10085335.446569648; 2326849.3237508046; 0.011482859; 5.263523394; 0.029546359
26; 9225815.569955962; 2295555.2472949666; 0.011431616; 5.356165944; 0.034914124
27; 9599871.85225875; 2295555.2413809174; 0.011476439; 5.486725007; 0.032443235
28; 9394190.606080739; 2295555.2413809174; 0.012453564; 5.915676549; 0.036132343
29; 9783744.274485791; 2090939.4867276493; 0.010928147; 5.602468182; 0.031035649
30; 9512617.22665644; 2090939.4867276493; 0.01154922; 5.446381019; 0.032183356
31; 9397614.172735814; 2090939.4867276493; 0.010499769; 5.40954534; 0.030324261
32; 10096551.002022313; 2090939.4867276493; 0.013420191; 5.366951818; 0.039069196
33; 10517822.759267583; 2090939.4867276493; 0.01079672; 5.289992925; 0.032034143
34; 10759847.74600794; 2090939.4867276493; 0.010473865; 5.308817721; 0.033708242
35; 10651256.649960805; 2090939.4867276493; 0.012164657; 5.180613492; 0.030916303
36; 10550880.366113143; 2090939.4867276493; 0.010608647; 5.224478561; 0.033059892
37; 10282621.790912706; 2090939.4867276493; 0.010677639; 5.108194021; 0.030964983
38; 10964030.682924142; 2090939.4867276493; 0.01057127; 5.260992119; 0.029503102
39; 11253633.26275621; 2090939.4867276493; 0.011783263; 5.281484362; 0.033750073
40; 11772697.116014019; 2090939.4867276493; 0.011228271; 5.33546635; 0.032797948
41; 11588625.559850294; 2090939.4867276493; 0.010547595; 5.239541076; 0.029716173
42; 11322617.867088785; 2090939.4867276493; 0.010775301; 5.186624741; 0.031074818
43; 11999534.597639643; 2090939.4867276493; 0.010612687; 5.214860966; 0.034077488
44; 11366914.300989533; 2090939.4867276493; 0.011128768; 5.182628704; 0.033367937
45; 11064206.288593657; 1981162.660090526; 0.010804858; 5.171052169; 0.035846999
46; 11504612.243150158; 1981162.660090526; 0.011399292; 5.167843325; 0.031333811
47; 11174667.2094595; 1912396.4719615192; 0.010367632; 5.223021964; 0.032542827
48; 11838035.317009764; 1912396.4719615192; 0.011434; 5.122216; 0.028860456
49; 11840132.891794551; 1912396.4719615192; 0.011390024; 5.23201862; 0.033236975
50; 11272405.287085883; 1912396.4719615192; 0.01167194; 5.398622424; 0.032053145
51; 11800307.100325167; 1912396.4719615192; 0.010374584; 5.195283139; 0.029067764
52; 10576657.497685004; 1912396.4719615192; 0.010679823; 5.238593265; 0.030571858
53; 11262309.363115646; 1901637.6442789936; 0.010474562; 5.11625007; 0.028600817
54; 10779634.57826989; 1807932.1460878; 0.011607732; 5.098388481; 0.03222782
55; 11626605.41830061; 1807932.1460878; 0.011172707; 5.084268536; 0.031323557
56; 10673201.02964908; 1807932.1460878; 0.010817834; 5.027277117; 0.031031223
57; 10174705.101164524; 1807932.1460878; 0.013272494; 5.204906579; 0.043093887
58; 11361716.392230077; 1806829.62281624; 0.010119616; 5.199412771; 0.030063432
59; 10241591.048283635; 1806829.62281624; 0.012121838; 5.147503873; 0.032161432
60; 10246694.669985566; 1806829.62281624; 0.008915642; 5.463899943; 0.025037503
61; 9755618.556504982; 1806829.62281624; 0.010084306; 5.391926597; 0.031834192
62; 10799095.845812974; 1673643.5147561512; 0.011394202; 5.399527815; 0.032924192
63; 11081860.713192409; 1673643.5147561512; 0.011936826; 5.213613627; 0.031045541
64; 11403398.48397023; 1602196.0800090313; 0.009040272; 5.356433243; 0.026588243
65; 11315003.43436234; 1516733.7480845498; 0.012151244; 5.255763201; 0.031935603
66; 10231287.056734726; 1516733.7480845498; 0.011806018; 5.375883354; 0.034373605
